@relation Review_sentiment


@attribute adjective_sentiment numeric
@attribute stars {1,2,3,4,5}
@data
-0.013000000000000001,1
0.5456,2
0.004,4
0.10260000000000001,3
0.7951000000000001,2
-0.7031000000000001,4
0.008,2
0.6887000000000001,4
1.2100000000000002,4
-0.7099,2
-0.021,1
0,3
0.1169,5
-0.4240999999999999,4
1.0825999999999998,4
2.0204999999999997,3
1.3063,4
0.6546000000000001,4
-3.2874,3
-1.1146999999999998,1
0.2384,4
1.0708,1
1.5674000000000001,4
-0.1926,3
-0.7626,2
1.3579999999999999,5
-0.5262,2
0.4012,3
-0.20349999999999974,2
1.329,5
1.5850999999999997,4
1.0271,5
-2.9837000000000002,2
0.49479999999999996,1
0.3756,2
0.393,4
0.5364999999999996,2
0.7098,5
0.2268000000000001,2
0.4423,1
1.2737999999999998,3
0.397,5
1.4451000000000005,3
0.393,4
0.004,1
-0.0849,1
0.4863,4
0.1259999999999998,3
5.2302,2
-0.7569,1
-0.3049,1
0,4
0.12090000000000001,5
-0.0007999999999999995,1
0,5
0.008,3
0.5241,3
0.004,5
0.1814,2
2.780900000000001,2
0.3882,1
0.6975,4
0.004,4
-0.1786,2
0.397,3
